komentar,noise,clean,normalized,label
"Gw depresi ditempat yg sama yaitu wanita, setelah bertaun taun menahan rasa sakit akhirnya bisa ikhlas, gw benci wanita untuk skrang. Lebih baik fokus upgrade diri sendiri aja lebih bermakna, semangat kalian semua, kalian kuat kalian hebat!!",Clean,gw depresi ditempat yg sama yaitu wanita setelah bertaun taun menahan rasa sakit akhirnya bisa ikhlas gw benci wanita untuk skrang lebih baik fokus upgrade diri sendiri aja lebih bermakna semangat kalian semua kalian kuat kalian hebat,saya depresi ditempat yg sama yaitu wanita setelah bertaun taun menahan rasa sakit akhirnya bisa ikhlas saya benci wanita untuk skrang lebih baik fokus upgrade diri sendiri aja lebih bermakna semangat kalian semua kalian kuat kalian hebat,Depresi
"Astaghfirullah kasusnya sama kaya aku, karna kuliah ibarat kata lagi manjat tebing tapi beban terberat ada di kuliah, mau di lepas tapi udah mau sampai puncak, mau di tahan tapi takut semua yang di pegang jadi sia"" karna balik lagi dari awal, mau di paksa tapi harus ngorbanin sesuatu yang lagi dipegang demi terus naik dengan seriko belum tentu bisa sampai.",Clean,astaghfirullah kasusnya sama kaya aku karna kuliah ibarat kata lagi manjat tebing tapi beban terberat ada di kuliah mau di lepas tapi udah mau sampai puncak mau di tahan tapi takut semua yang di pegang jadi sia karna balik lagi dari awal mau di paksa tapi harus ngorbanin sesuatu yang lagi dipegang demi terus naik dengan seriko belum tentu bisa sampai,astaghfirullah kasusnya sama kaya aku karna kuliah ibarat kata lagi manjat tebing tapi beban terberat ada di kuliah mau di lepas tapi udah mau sampai puncak mau di tahan tapi takut semua yang di pegang jadi sia karna balik lagi dari awal mau di paksa tapi harus ngorbanin sesuatu yang lagi dipegang demi terus naik dengan seriko belum tentu bisa sampai,Cemas
Mungkin kamu dulu depresi ya,Clean,mungkin kamu dulu depresi ya,mungkin kamu dulu depresi ya,Depresi
"Mohon izin pake video sama beberapa komentar nya, yaaa🙏🏻
untuk dijadikan essay tugas kuliah 🙏🏻",Clean,"mohon izin pake video sama beberapa komentar nya yaaa
untuk dijadikan essay tugas kuliah",mohon izin pake video sama beberapa komentar nya yaaa untuk dijadikan essay tugas kuliah,Normal
"dok, pacar saya kalo sedih dia pasti migrain, itu termasuk penyakit apa ya dok, soalnya bukan sekali dua kali, tapi udh  hampir 1 tahun ini, tiap kali dia sedih dia langsung migrain, dia udh cek ke dokter tapi katanya aman aman aja ga ada apa apa, tapi pas dia sedih migrain terus, mohon jawabanyya ya dok terimakasih 🙏",Clean,dok pacar saya kalo sedih dia pasti migrain itu termasuk penyakit apa ya dok soalnya bukan sekali dua kali tapi udh  hampir  tahun ini tiap kali dia sedih dia langsung migrain dia udh cek ke dokter tapi katanya aman aman aja ga ada apa apa tapi pas dia sedih migrain terus mohon jawabanyya ya dok terimakasih,dok pacar saya kalo sedih dia pasti migrain itu termasuk penyakit apa ya dok soalnya bukan sekali dua kali tapi sudah hampir tahun ini tiap kali dia sedih dia langsung migrain dia sudah cek ke dokter tapi katanya aman aman aja tidak ada apa apa tapi pas dia sedih migrain terus mohon jawabanyya ya dok terimakasih,Depresi
Dr tirta terang banget kalok jelasin depresi dll,Clean,dr tirta terang banget kalok jelasin depresi dll,dr tirta terang banget kalok jelasin depresi dll,Depresi
"Aku jujur pengen ke psikolog karena suka halu dan Alhamdulillah nya emng aku masih tau mana nyata dan engga cuman otak aku jadi ngeblank dan kadang klo ngobrol suka lemot sehingga kadang gak nyambung. Ketambah keseringan nonton tiktok pernah patah hati jadi udh otak aku capek kadang nangis stres wajah juga jerawatan. Sekarang lagi berubah dalam pola makan, olahraga, dan berusaha gak halu halu yang dimana trigernya adalah lagu",Clean,aku jujur pengen ke psikolog karena suka halu dan alhamdulillah nya emng aku masih tau mana nyata dan engga cuman otak aku jadi ngeblank dan kadang klo ngobrol suka lemot sehingga kadang gak nyambung ketambah keseringan nonton tiktok pernah patah hati jadi udh otak aku capek kadang nangis stres wajah juga jerawatan sekarang lagi berubah dalam pola makan olahraga dan berusaha gak halu halu yang dimana trigernya adalah lagu,aku jujur pengen ke psikolog karena suka halu dan alhamdulillah nya emng aku masih tau mana nyata dan engga cuman otak aku jadi ngeblank dan kadang klo ngobrol suka lemot sehingga kadang gak nyambung ketambah keseringan nonton tiktok pernah patah hati jadi sudah otak aku capek kadang menangis stres wajah juga jerawatan sekarang lagi berubah dalam pola makan olahraga dan berusaha gak halu halu yang dimana trigernya adalah lagu,Stress
KALAU DEPRESI KARENA DISEBABKAN OLEH DUKUNG TIM YANG KALAHAN TERUS GIMANA DOK?,Clean,kalau depresi karena disebabkan oleh dukung tim yang kalahan terus gimana dok,kalau depresi karena disebabkan oleh dukung tim yang kalahan terus gimana dok,Depresi
"Aneh aja kalau ada yang bilang depresi sama dengan kurang bersyukur. Padahal pangkal depresi adalah perasaan kurang layak, kurang berguna, kurang kontribusi, dan kurang yang lain dalam konteks memberi. Bukan perasaan kurang menerima.",Clean,aneh aja kalau ada yang bilang depresi sama dengan kurang bersyukur padahal pangkal depresi adalah perasaan kurang layak kurang berguna kurang kontribusi dan kurang yang lain dalam konteks memberi bukan perasaan kurang menerima,aneh aja kalau ada yang bilang depresi sama dengan kurang bersyukur padahal pangkal depresi adalah perasaan kurang layak kurang berguna kurang kontribusi dan kurang yang lain dalam konteks memberi bukan perasaan kurang menerima,Depresi
ODGJ telanjang di jalan ketika sembuh dia ingat dulu pernah telanjang  di jalan,Clean,odgj telanjang di jalan ketika sembuh dia ingat dulu pernah telanjang  di jalan,odgj telanjang di jalan ketika sembuh dia ingat dulu pernah telanjang di jalan,Normal
Nonton dokter ngakak bgt😂😂,Clean,nonton dokter ngakak bgt,nonton dokter ngakak banget,Normal
"🌴🌻🙏🤲Terima kasih informasi sehatnya dokter.  .in Syaa Alloh masih sadar,  selalu dalam lindungan dan bimbingan Alloh swt  . .aamiin
Oh ya,  hanya saran aja nih kalau boleh,  lebih baik kalau video edukasi,  sopan santun dalam penyampaian juga perlu  dokter,  menjaga tutur katanya,  tidak bicara kotor/ misuh2. . .
Edukasinya bagus . .alhamdulillah,  semoga manfaat  . .aamiin  🙏🤲",Clean,"terima kasih informasi sehatnya dokter  in syaa alloh masih sadar  selalu dalam lindungan dan bimbingan alloh swt   aamiin
oh ya  hanya saran aja nih kalau boleh  lebih baik kalau video edukasi  sopan santun dalam penyampaian juga perlu  dokter  menjaga tutur katanya  tidak bicara kotor misuh  
edukasinya bagus  alhamdulillah  semoga manfaat   aamiin",terima kasih informasi sehatnya dokter in syaa alloh masih sadar selalu dalam lindungan dan bimbingan alloh swt aamiin oh ya hanya saran aja nih kalau boleh lebih baik kalau video edukasi sopan santun dalam penyampaian juga perlu dokter menjaga tutur katanya tidak bicara kotor misuh edukasinya bagus alhamdulillah semoga manfaat aamiin,Normal
woilah cik penembak misterius,Clean,woilah cik penembak misterius,woilah cik penembak misterius,Normal
"Pada dasarnya, agar kita selalu waras dengan cobaan dan ujian adalah dengan cara mindfulness",Clean,pada dasarnya agar kita selalu waras dengan cobaan dan ujian adalah dengan cara mindfulness,pada dasarnya agar kita selalu waras dengan cobaan dan ujian adalah dengan cara mindfulness,Normal
Sekarang aku lagi mendekatkan kepada Allah,Clean,sekarang aku lagi mendekatkan kepada allah,sekarang aku lagi mendekatkan kepada allah,Normal
lu mirup sama gwe bang😊,Clean,lu mirup sama gwe bang,lu mirup sama gwe bang,Normal
Bingung Dokter mau curhat kemana hanya bisa 😭,Clean,bingung dokter mau curhat kemana hanya bisa,bingung dokter mau curhat kemana hanya bisa,Normal
Kalo ga punya temen gimana? 14:20,Clean,kalo ga punya temen gimana,kalo tidak punya temen gimana,Normal
"3 tahun lalu didiagnose depresi sm psikolog, tiap hari selfharm dan yg paling parah udah dititik bisa denger bisikan buat su!cide tapi alhamdulillah bisa bertahan dan udah merasa jauh lebih baik sekarang",Clean,tahun lalu didiagnose depresi sm psikolog tiap hari selfharm dan yg paling parah udah dititik bisa denger bisikan buat sucide tapi alhamdulillah bisa bertahan dan udah merasa jauh lebih baik sekarang,tahun lalu didiagnose depresi sama psikolog tiap hari selfharm dan yg paling parah udah dititik bisa denger bisikan buat sucide tapi alhamdulillah bisa bertahan dan udah merasa jauh lebih baik sekarang,Depresi
"Cape gw sama penyakit mental OCD, dan gw sadar gw ansos tuh karna ni penyakit.",Clean,cape gw sama penyakit mental ocd dan gw sadar gw ansos tuh karna ni penyakit,capek saya sama penyakit mental ocd dan saya sadar saya ansos tuh karna ni penyakit,Stress
"Dokk,, kalo ibu ibu ngurus anak 3 masih kecil kecil, sendirian, ditemenin suami seminggu sekali, ga ada mslh yg berat bgt tp sering insomnia berdebar debar overthinking itu knp ya dan solusi nya gmn aja, Krn udah coba self healing tp sering terjebak LG ke situ",Clean,dokk kalo ibu ibu ngurus anak  masih kecil kecil sendirian ditemenin suami seminggu sekali ga ada mslh yg berat bgt tp sering insomnia berdebar debar overthinking itu knp ya dan solusi nya gmn aja krn udah coba self healing tp sering terjebak lg ke situ,dokk kalo ibu ibu ngurus anak masih kecil kecil sendirian ditemenin suami seminggu sekali tidak ada mslh yg berat banget tp sering insomnia berdebar debar overthinking itu knp ya dan solusi nya gmn aja karena udah coba self healing tp sering terjebak lg ke situ,Normal
"Kalo depresi apa bisa smp kejang dok? Saya mulai usia 15 smp skrg 35 msh kejang n minum obat pdhl sdh cek CT scan n mri hasil normal smw. Bnyk yg saya lewati aplg belakangan srg sakit. Dokter mendiagnosis awal waktu di IGD saya mengalami gejala mati rasa, tdk merasakan beban yg berat jd tdk bisa merasakan kapasitas saya untuk tekanan. Kdg saya jg mengalami rasa bingung.
Ini termasuk apa ya dokter? Dan solusinya hrs bgmn dok?",Clean,"kalo depresi apa bisa smp kejang dok saya mulai usia  smp skrg  msh kejang n minum obat pdhl sdh cek ct scan n mri hasil normal smw bnyk yg saya lewati aplg belakangan srg sakit dokter mendiagnosis awal waktu di igd saya mengalami gejala mati rasa tdk merasakan beban yg berat jd tdk bisa merasakan kapasitas saya untuk tekanan kdg saya jg mengalami rasa bingung
ini termasuk apa ya dokter dan solusinya hrs bgmn dok",kalo depresi apa bisa smp kejang dok saya mulai usia smp skrg msh kejang n minum obat pdhl sdh cek ct scan n mri hasil normal smw bnyk yg saya lewati aplg belakangan srg sakit dokter mendiagnosis awal waktu di igd saya mengalami gejala mati rasa tdk merasakan beban yg berat jd tdk bisa merasakan kapasitas saya untuk tekanan kdg saya jg mengalami rasa bingung ini termasuk apa ya dokter dan solusinya hrs bgmn dok,Depresi
Saya depresi di usia 9thn.. Bapak ibu pemarah suka bentak. Ketauannya pas berobat di dsa. Dokter bilang saya depresi. Hanya berobat sampai sana g lanjut ke spj. Setelah di vonis kel saya menganggab itu aib. Saya malah di buli di jauhi dan jadi sasaran kambing hitam saudara2 saya.. Jikasaudara saya buat kesalahan mrk melempar ke saya jd saya jadi sasaran marah ny ortu krn ortu saya bilang saya gila jadi saya bikin kekacauan di rumah.. Sering saya dengar ibu saya bilang saya gila sambil meletakan jari telunjuk ke kening.. Sekarang bertahun2 berlalu. Tp tersisa rasa sakit hatinya saya terhadap keluarga saya sendiri..,Clean,saya depresi di usia thn bapak ibu pemarah suka bentak ketauannya pas berobat di dsa dokter bilang saya depresi hanya berobat sampai sana g lanjut ke spj setelah di vonis kel saya menganggab itu aib saya malah di buli di jauhi dan jadi sasaran kambing hitam saudara saya jikasaudara saya buat kesalahan mrk melempar ke saya jd saya jadi sasaran marah ny ortu krn ortu saya bilang saya gila jadi saya bikin kekacauan di rumah sering saya dengar ibu saya bilang saya gila sambil meletakan jari telunjuk ke kening sekarang bertahun berlalu tp tersisa rasa sakit hatinya saya terhadap keluarga saya sendiri,saya depresi di usia thn bapak ibu pemarah suka bentak ketauannya pas berobat di dsa dokter bilang saya depresi hanya berobat sampai sana g lanjut ke spj setelah di vonis kel saya menganggab itu aib saya malah di buli di jauhi dan jadi sasaran kambing hitam saudara saya jikasaudara saya buat kesalahan mrk melempar ke saya jd saya jadi sasaran marah ny ortu karena ortu saya bilang saya gila jadi saya bikin kekacauan di rumah sering saya dengar ibu saya bilang saya gila sambil meletakan jari telunjuk ke kening sekarang bertahun berlalu tp tersisa rasa sakit hatinya saya terhadap keluarga saya sendiri,Depresi
"Saya klu depresi.. suka jalan sendiri di tempat gelap .. pokoknya cari tempat2 yg di anggap tenang kadang di anggap angker sambil berdzikir .. atau berolah raga .. 
Kebetulan saya punya dua kepribadian... Klu pas depresi lebih dominan ke cowok.. punya keberanian yg lebih",Clean,"saya klu depresi suka jalan sendiri di tempat gelap  pokoknya cari tempat yg di anggap tenang kadang di anggap angker sambil berdzikir  atau berolah raga  
kebetulan saya punya dua kepribadian klu pas depresi lebih dominan ke cowok punya keberanian yg lebih",saya klu depresi suka jalan sendiri di tempat gelap pokoknya cari tempat yg di anggap tenang kadang di anggap angker sambil berdzikir atau berolah raga kebetulan saya punya dua kepribadian klu pas depresi lebih dominan ke cowok punya keberanian yg lebih,Depresi
"Pendekatan ke orang yg depresi gimana dok, takut ybs menyangkal dan gak mau di ajak bicara",Clean,pendekatan ke orang yg depresi gimana dok takut ybs menyangkal dan gak mau di ajak bicara,pendekatan ke orang yg depresi gimana dok takut ybs menyangkal dan gak mau di ajak bicara,Depresi
Mau Gimana lagi. Gak ada yang bisa di ajak curhat. Keluarga sendiri pun kek anj. Andai hidup ku seindah di Drakor. Dimana sang MC sedih/depresi disitu dia ditemani cewek cantik yang siap memeluk dan mendengarkan ceritanya 🗿,Clean,mau gimana lagi gak ada yang bisa di ajak curhat keluarga sendiri pun kek anj andai hidup ku seindah di drakor dimana sang mc sedihdepresi disitu dia ditemani cewek cantik yang siap memeluk dan mendengarkan ceritanya,mau gimana lagi gak ada yang bisa di ajak curhat keluarga sendiri pun kek anj andai hidup ku seindah di drakor dimana sang mc sedihdepresi disitu dia ditemani cewek cantik yang siap memeluk dan mendengarkan ceritanya,Depresi
Lagi stres berat. Gabisa nangis. Tapi pengen nangis 😭😭😭😭😭,Clean,lagi stres berat gabisa nangis tapi pengen nangis,lagi stres berat gabisa menangis tapi pengen menangis,Stress
Ga pernah bahas sosiopat bos? Apa takut ketauan pernah di diagnosa sosiopat?,Clean,ga pernah bahas sosiopat bos apa takut ketauan pernah di diagnosa sosiopat,tidak pernah bahas sosiopat bos apa takut ketauan pernah di diagnosa sosiopat,Cemas
Lah saya lagi depresi malah di ruqyah dok AWOKAWOK. Mana dibawa keluarga ke tempat ruqyah yg klo kata mereka orang pinter😂,Clean,lah saya lagi depresi malah di ruqyah dok awokawok mana dibawa keluarga ke tempat ruqyah yg klo kata mereka orang pinter,lah saya lagi depresi malah di ruqyah dok awokawok mana dibawa keluarga ke tempat ruqyah yg klo kata mereka orang pinter,Depresi
